Results for U.S. Representative
,
Last,First,Middle,Suffix,Nickname,Born,Death,Sex,Position,Party,State,District,Start,End,Religion,Race,Educational Attainment,JobType1,JobType2,JobType3,JobType4,JobType5,Mil1,Mil2,Mil3
Sickles,Carlton,Ralph,,,06/15/1921,01/17/2004,2,U.S. Representative,Democrat,MD,AL,01/09/1963,01/03/1967,Roman Catholic,White,Professional degree,Education,Law,,,,Army,,
Sieminski,Alfred,Dennis,,,08/23/1911,12/13/1990,2,U.S. Representative,Democrat,NJ,13,01/03/1951,01/03/1959,Not specified,White,Bachelor's degree,Business or banking,,,,,Army,Reserve,
Sikes,Robert,Lee Fulton,,,06/03/1906,09/28/1994,2,U.S. Representative,Democrat,FL,3,01/03/1941,01/03/1963,Methodist,White,Master's degree,Business or banking,,,,,Army,,
Sikes,Robert,Lee Fulton,,,06/03/1906,09/28/1994,2,U.S. Representative,Democrat,FL,1,01/03/1963,01/03/1979,Methodist,White,Master's degree,Business or banking,,,,,Army,,
Sikorski,Gerry,,,,04/26/1948,,2,U.S. Representative,Democrat,MN,6,01/03/1983,01/03/1993,Roman Catholic,White,Professional degree,Law,,,,,Navy Reserve,,
Siler,Eugene,,,,06/25/1900,12/05/1987,2,U.S. Representative,Republican,KY,8,01/05/1955,01/08/1963,Baptist,White,Unknown,Law,,,,,Army,Navy,
Siler,Eugene,,,,06/25/1900,12/05/1987,2,U.S. Representative,Republican,KY,5,01/09/1963,01/03/1965,Baptist,White,Unknown,Law,,,,,Army,Navy,
Siljander,Mark,D.,,,06/11/1951,,2,U.S. Representative,Republican,MI,4,04/21/1981,01/03/1987,Christian,White,Master's degree,Business or banking,,,,,Did not serve,,
Simmons,Robert,,,,02/11/1943,,2,U.S. Representative,Republican,CT,2,01/03/2001,01/03/2007,Episcopalian,White,Master's degree,Public service/politics,,,,,Did not serve,,
Simon,Paul,Martin,,,11/29/1928,12/09/2003,2,U.S. Representative,Democrat,IL,22,01/03/1983,01/03/1985,Lutheran,White,Unknown,Acting/entertainer,Journalism,,,,Army,,
Simon,Paul,Martin,,,11/29/1928,12/09/2003,2,U.S. Representative,Democrat,IL,24,01/14/1975,01/03/1983,Lutheran,White,Unknown,Acting/entertainer,Journalism,,,,Army,,
Simpson,Edna,Oakes,,,10/26/1891,05/15/1984,1,U.S. Representative,Republican,IL,20,01/07/1959,01/03/1961,Methodist,White,Unknown,Misc.,,,,,Did not serve,,
Simpson,Michael,K.,,Mike,09/08/1950,,2,U.S. Representative,Republican,ID,2,01/20/1999,01/03/2023,Mormon,White,Professional degree,Medicine,,,,,Did not serve,,
Simpson,Richard,Murray,,,08/30/1900,01/07/1960,2,U.S. Representative,Republican,PA,17,01/03/1945,01/02/1953,Not specified,White,Professional degree,Business or banking,,,,,Army,,
Simpson,Richard,Murray,,,08/30/1900,01/07/1960,2,U.S. Representative,Republican,PA,18,01/03/1953,01/07/1960,Not specified,White,Professional degree,Business or banking,,,,,Army,,
Simpson,Sidney,Elmer,,,09/20/1894,10/26/1958,2,U.S. Representative,Republican,IL,20,01/03/1945,10/26/1958,Not specified,White,High School graduate,Business or banking,,,,,Army,,
Sims,Hugo,Sheridan,Jr.,,10/14/1921,07/09/2004,2,U.S. Representative,Democrat,SC,2,01/03/1949,01/03/1952,Not specified,White,Professional degree,Journalism,Law,,,,Army,,
Sinema,Kyrsten,,,,07/12/1976,,1,U.S. Representative,Democrat,AZ,9,01/03/2013,01/03/2019,Methodist,White,Professional degree,Education,Law,,,,Did not serve,,
Sires,Albio,,,,01/26/1951,,2,U.S. Representative,Democrat,NJ,8,01/20/2013,01/03/2023,Roman Catholic,Hispanic,Master's degree,Business or banking,,,,,Did not serve,,
Sires,Albio,,,,01/26/1951,,2,U.S. Representative,Democrat,NJ,13,11/13/2006,01/03/2013,Roman Catholic,Hispanic,Master's degree,Business or banking,,,,,Did not serve,,
Sisisky,Norman,,,,06/09/1927,03/29/2001,2,U.S. Representative,Democrat,VA,4,01/03/1983,03/29/2001,Jewish,White,Bachelor's degree,Business or banking,,,,,Navy,,
Sisk,Bernice,Fredrick,,,12/14/1910,10/25/1995,2,U.S. Representative,Democrat,CA,12,01/05/1955,01/08/1963,Church of Christ,White,High School graduate,Agriculture,Construction/building trades,,,,Did not serve,,
Sisk,Bernice,Fredrick,,,12/14/1910,10/25/1995,2,U.S. Representative,Democrat,CA,16,01/09/1963,01/13/1975,Church of Christ,White,High School graduate,Agriculture,Construction/building trades,,,,Did not serve,,
Sisk,Bernice,Fredrick,,,12/14/1910,10/25/1995,2,U.S. Representative,Democrat,CA,15,01/14/1975,01/03/1979,Church of Christ,White,High School graduate,Agriculture,Construction/building trades,,,,Did not serve,,
Sittler,Edward,Lewis,Jr.,,04/21/1908,12/26/1978,2,U.S. Representative,Republican,PA,23,01/03/1951,01/03/1953,Christian,White,Bachelor's degree,Business or banking,,,,,Army,,
Skaggs,David,E.,,,02/22/1943,,2,U.S. Representative,Democrat,CO,2,01/06/1987,01/03/1999,Congregationalist,White,Professional degree,Congressional Aide,Law,,,,Marine Corps,Reserve,Reserve
Skeen,Joseph,Richard,,,06/30/1927,12/07/2003,2,U.S. Representative,Republican,NM,2,01/05/1981,01/03/2003,Roman Catholic,White,Bachelor's degree,Aeronautics,Agriculture,Engineering,,,Air Force Reserve,Navy,Navy
Skelton,Issac,Newton,,Ike,12/20/1931,10/28/2013,2,U.S. Representative,Democrat,MO,4,01/04/1977,01/03/2011,Christian,Not specified,Professional degree,Law,,,,,Did not serve,,
Skubitz,Joe,,,,05/06/1906,09/11/2000,2,U.S. Representative,Republican,KS,5,01/09/1963,01/03/1979,Methodist,White,Professional degree,Congressional Aide,Law,,,,Did not serve,,
Slack,John,Mark,Jr.,,03/18/1915,03/17/1980,4,U.S. Representative,Democrat,WV,6,01/07/1959,01/08/1963,Presbyterian,White,High School graduate,Law,Real Estate,,,,Did not serve,,
Slack,John,Mark,Jr.,,03/18/1915,03/17/1980,4,U.S. Representative,Democrat,WV,3,01/09/1963,01/03/1981,Presbyterian,White,High School graduate,Law,Real Estate,,,,Did not serve,,
Slattery,James,Charles,,Jim,08/04/1948,,2,U.S. Representative,Democrat,KS,2,01/03/1983,01/03/1995,Roman Catholic,White,Professional degree,Real Estate,,,,,National Guard,,
Slaughter,D.,French,Jr.,,05/20/1925,10/02/1998,2,U.S. Representative,Republican,VA,7,01/03/1985,11/05/1991,Episcopalian,White,Professional degree,Law,,,,,Army,,
Slaughter,Louise,M.,,,08/14/1929,03/16/2018,1,U.S. Representative,Democrat,NY,25,01/03/2013,03/16/2018,Episcopalian,White,Master's degree,Misc.,Public service/politics,,,,Did not serve,,
Slaughter,Louise,M.,,,08/14/1929,03/16/2018,1,U.S. Representative,Democrat,NY,28,01/05/1993,01/03/2013,Episcopalian,White,Master's degree,Misc.,Public service/politics,,,,Did not serve,,
Slaughter,Louise,M.,,,08/14/1929,03/16/2018,1,U.S. Representative,Democrat,NY,30,01/06/1987,01/04/1993,Episcopalian,White,Master's degree,Misc.,Public service/politics,,,,Did not serve,,
Slaughter,Roger,Caldwell,,,07/17/1905,06/02/1974,2,U.S. Representative,Democrat,MO,5,01/03/1945,01/03/1947,Not specified,White,Bachelor's degree,Law,,,,,,,
Slotkin,Elissa,,,,07/10/1976,,1,U.S. Representative,Democrat,MI,8,01/20/2019,01/03/2023,Jewish,White,Master's degree,,,,,,,,
Small,Frank,,Jr.,,07/15/1896,10/24/1973,2,U.S. Representative,Republican,MD,5,01/03/1953,01/03/1955,Episcopalian,White,High School graduate,Agriculture,Business or banking,,,,Did not serve,,
Smathers,George,Armistead,,,11/14/1913,,2,U.S. Representative,Democrat,FL,4,01/03/1947,01/03/1951,Methodist,White,Professional degree,Law,,,,,Marine Corps,,
Smith,Adam,,,,06/15/1965,,2,U.S. Representative,Democrat,WA,9,01/03/1997,01/03/2023,Christian,White,Professional degree,Law,,,,,Did not serve,,
Smith,Adrian,,,,12/19/1970,,2,U.S. Representative,Republican,NE,3,01/20/2007,01/03/2023,Christian,White,Bachelor's degree,Real Estate,,,,,Did not serve,,
Smith,Albert,Lee,Jr.,,08/31/1931,08/12/1997,2,U.S. Representative,Republican,AL,6,01/05/1981,01/03/1983,Baptist,White,Bachelor's degree,Business or banking,,,,,Navy,,
Smith,Christopher,H.,,,03/04/1953,,2,U.S. Representative,Republican,NJ,4,01/03/1981,01/03/2023,Roman Catholic,White,Bachelor's degree,Business or banking,,,,,Did not serve,,
Smith,Dennis,Alan,,Denny,01/19/1938,,2,U.S. Representative,Republican,OR,5,01/03/1983,01/03/1991,Protestant,White,Bachelor's degree,Aeronautics,Journalism,,,,Air Force,Air National Guard,Air National Guard
Smith,Dennis,Alan,,Denny,01/19/1938,,2,U.S. Representative,Republican,OR,2,01/05/1981,01/02/1983,Protestant,White,Bachelor's degree,Aeronautics,Journalism,,,,Air Force,Air National Guard,Air National Guard
Smith,Frank,Ellis,,,02/21/1918,08/02/1997,2,U.S. Representative,Democrat,MS,3,01/03/1951,11/14/1962,Methodist,White,Bachelor's degree,Congressional Aide,Journalism,,,,Army,,
Smith,Frederick,Cleveland,,,07/29/1884,07/16/1956,2,U.S. Representative,Republican,OH,8,01/03/1945,01/03/1952,Not specified,White,Unknown,Medicine,,,,,Did not serve,,
Smith,H.,Allen,,,10/08/1909,06/04/1998,2,U.S. Representative,Republican,CA,20,01/03/1957,01/03/1973,Methodist,White,Professional degree,Law,Law Enforcement,,,,Did not serve,,
Smith,Henry,P.,III,,09/29/1911,10/01/1995,4,U.S. Representative,Republican,NY,36,01/03/1973,01/03/1975,Presbyterian,White,Professional degree,Law,,,,,Did not serve,,
Smith,Henry,P.,III,,09/29/1911,10/01/1995,4,U.S. Representative,Republican,NY,40,01/04/1965,01/02/1973,Presbyterian,White,Professional degree,Law,,,,,Did not serve,,
Smith,Howard,Worth,,,02/02/1883,10/03/1976,2,U.S. Representative,Democrat,VA,8,01/03/1945,01/03/1967,Episcopalian,White,Professional degree,Agriculture,Business or banking,Law,,,Did not serve,,
Smith,James,Vernon,,,07/23/1926,06/23/1973,2,U.S. Representative,Republican,OK,6,01/10/1967,01/03/1969,Church of Christ,White,High School graduate,Agriculture,Business or banking,,,,Did not serve,,
Smith,Jason,,,,06/16/1980,,2,U.S. Representative,Republican,MO,8,06/04/2013,01/03/2023,Assembly of God,White,Professional degree,Agriculture,Law,Real Estate,,,,,
Smith,Joseph,F.,,,01/24/1920,05/14/1999,2,U.S. Representative,Democrat,PA,3,07/21/1981,01/02/1983,Roman Catholic,White,High School graduate,Business or banking,,,,,Army,,
Smith,Lamar,Seeligson,,,11/19/1947,,2,U.S. Representative,Republican,TX,21,01/06/1987,01/03/2019,Christian Scientist,White,Professional degree,Journalism,Law,,,,Did not serve,,
Smith,Larkin,I.,,,06/26/1944,08/13/1989,2,U.S. Representative,Republican,MS,5,01/03/1989,08/13/1989,Roman Catholic,White,Bachelor's degree,Law Enforcement,,,,,Did not serve,,
Smith,Lawrence,Henry,,,09/15/1892,01/22/1958,2,U.S. Representative,Republican,WI,1,01/03/1945,01/03/1959,Not specified,White,Professional degree,Law,,,,,Army,,
Smith,Lawrence,Jack,,Larry,04/25/1941,,2,U.S. Representative,Democrat,FL,16,01/03/1983,01/03/1993,Jewish,White,Professional degree,Law,,,,,Did not serve,,
Smith,Linda,,,,07/16/1950,,1,U.S. Representative,Republican,WA,3,01/04/1995,01/03/1999,Assembly of God,White,High School graduate,Business or banking,,,,,Did not serve,,
Smith,Margaret,Chase,,,12/14/1897,05/29/1995,1,U.S. Representative,Republican,ME,2,06/03/1940,01/03/1949,Methodist,White,High School graduate,Business or banking,Congressional Aide,Education,,,Air Force Reserve,,
Smith,Neal,Edward,,,03/23/1920,,2,U.S. Representative,Democrat,IA,4,01/03/1973,01/03/1995,Methodist,White,Professional degree,Agriculture,Law,,,,Army Air Corps,,
Smith,Neal,Edward,,,03/23/1920,,2,U.S. Representative,Democrat,IA,5,01/07/1959,01/02/1973,Methodist,White,Professional degree,Agriculture,Law,,,,Army Air Corps,,
Smith,Nick,,,,11/05/1934,,2,U.S. Representative,Republican,MI,7,01/05/1993,01/03/2005,Congregationalist,White,Master's degree,Agriculture,Business or banking,,,,Air Force,,
Smith,Peter,,,,10/31/1945,,2,U.S. Representative,Republican,VT,AL,01/03/1989,01/03/1991,Protestant,White,Doctorate degree,Education,,,,,Did not serve,,
Smith,Robert,C.,,Bob,03/30/1941,,2,U.S. Representative,Republican,NH,1,01/03/1985,12/07/1990,Roman Catholic,White,Bachelor's degree,Education,Real Estate,,,,Navy,Reserve,Reserve
Smith,Robert,Freeman,,Bob,06/16/1931,09/21/2020,2,U.S. Representative,Republican,OR,2,01/03/1983,01/03/1995,Presbyterian,White,Bachelor's degree,Agriculture,Business or banking,,,,Did not serve,,
Smith,Robert,Freeman,,Bob,06/16/1931,09/21/2020,2,U.S. Representative,Republican,OR,2,01/03/1997,01/03/1999,Presbyterian,White,Bachelor's degree,Agriculture,Business or banking,,,,Did not serve,,
Smith,Virginia,Dodd,,,06/30/1911,01/23/2006,1,U.S. Representative,Republican,NE,3,01/14/1975,01/03/1991,Methodist,White,Bachelor's degree,Agriculture,,,,,Did not serve,,
Smith,Wint,,,,10/07/1892,04/27/1976,2,U.S. Representative,Republican,KS,6,01/03/1947,01/03/1961,Methodist,White,Professional degree,Law,,,,,Army,,
Smucker,Lloyd,K.,,,01/23/1964,,2,U.S. Representative,Republican,PA,16,01/03/2017,01/03/2019,Lutheran,White,High School graduate,Business or banking,,,,,,,
Smucker,Lloyd,K.,,,01/23/1964,,2,U.S. Representative,Republican,PA,11,01/20/2019,01/03/2023,Lutheran,White,High School graduate,Business or banking,,,,,,,
Snowbarger,Vince,,,,09/16/1949,,2,U.S. Representative,Republican,KS,3,01/07/1997,01/03/1999,Nazarene,White,Professional degree,Education,Law,,,,Did not serve,,
Snowe,Olympia,Jean,,,02/21/1947,,1,U.S. Representative,Republican,ME,2,01/15/1979,01/03/1995,Greek Orthodox,White,Bachelor's degree,Business or banking,Public service/politics,,,,Did not serve,,
Snyder,John,Buell,,,07/30/1877,02/24/1946,2,U.S. Representative,Democrat,PA,23,01/03/1945,02/24/1946,Not specified,White,Bachelor's degree,Education,,,,,,,
Snyder,Marion,Gene,,,01/26/1928,08/05/1972,2,U.S. Representative,Republican,KY,3,01/09/1963,01/03/1965,Lutheran,White,Professional degree,Agriculture,Law,Real Estate,,,Did not serve,,
Snyder,Marion,Gene,,,01/26/1928,08/05/1972,2,U.S. Representative,Republican,KY,4,01/10/1967,01/03/1987,Lutheran,White,Professional degree,Agriculture,Law,Real Estate,,,Did not serve,,
Snyder,Melvin,Claude,,,10/29/1898,08/05/1972,2,U.S. Representative,Republican,WV,2,01/03/1947,01/03/1949,Baptist,White,Professional degree,Law,,,,,Army,,
Snyder,Victor,F.,,Vic,09/27/1947,,2,U.S. Representative,Democrat,AR,2,01/07/1997,01/03/2011,Methodist,White,Professional degree,Law,Medicine,Public service/politics,,,Marine Corps,,
Sodrel,Michael,E.,,,12/17/1945,,2,U.S. Representative,Republican,IN,9,01/03/2005,01/03/2007,Christian,White,High School graduate,Business or banking,,,,,Ind. National Guard,,
Solarz,Stephen,Joshua,,,09/12/1940,,2,U.S. Representative,Democrat,NY,13,01/14/1975,01/03/1993,Jewish,White,Master's degree,Public service/politics,,,,,Did not serve,,
Solis,Hilda,,,,10/20/1957,,1,U.S. Representative,Democrat,CA,31,01/03/2001,01/03/2003,Roman Catholic,Hispanic,Master's degree,Congressional Aide,,,,,Did not serve,,
Solis,Hilda,,,,10/20/1957,,1,U.S. Representative,Democrat,CA,32,01/03/2003,02/24/2009,Roman Catholic,Hispanic,Master's degree,Congressional Aide,,,,,Did not serve,,
Solomon,Gerald,B. H.,,,08/14/1930,10/26/2001,2,U.S. Representative,Republican,NY,24,01/03/1983,01/04/1993,Presbyterian,White,Unknown,Business or banking,,,,,Marine Corps,,
Solomon,Gerald,B. H.,,,08/14/1930,10/26/2001,2,U.S. Representative,Republican,NY,22,01/05/1993,01/03/1999,Presbyterian,White,Unknown,Business or banking,,,,,Marine Corps,,
Solomon,Gerald,B. H.,,,08/14/1930,10/26/2001,2,U.S. Representative,Republican,NY,29,01/15/1979,01/02/1983,Presbyterian,White,Unknown,Business or banking,,,,,Marine Corps,,
Somers,Andrew,Lawrence,,,03/21/1895,04/06/1949,2,U.S. Representative,Democrat,NY,10,03/04/1925,04/06/1949,Not specified,White,High School graduate,Business or banking,,,,,Navy Reserve,,
Soto,Darren,,,,02/25/1978,,2,U.S. Representative,Democrat,FL,9,01/20/2017,01/03/2023,Roman Catholic,Hispanic,Professional degree,Law,,,,,,,
Souder,Mark,Edward,,,07/18/1950,,2,U.S. Representative,Republican,IN,3,01/03/2003,05/21/2010,Evangelical,White,Bachelor's degree,Business or banking,Congressional Aide,,,,Did not serve,,
Souder,Mark,Edward,,,07/18/1950,,2,U.S. Representative,Republican,IN,4,01/04/1995,01/03/2003,Evangelical,White,Bachelor's degree,Business or banking,Congressional Aide,,,,Did not serve,,
Southerland,Steve,,,,10/10/1965,,2,U.S. Representative,Republican,FL,2,01/03/2011,01/02/2015,Southern Baptist,White,Associate degree,Business or banking,,,,,Did not serve,,
Space,Zachary,T.,,Zack,01/27/1961,,2,U.S. Representative,Democrat,OH,18,01/03/2007,01/03/2011,Greek Orthodox,White,Professional degree,Law,,,,,Did not serve,,
Spanberger,Abigail,,,,08/07/1979,,1,U.S. Representative,Democrat,VA,7,01/20/2019,01/03/2023,Christian,White,Master's degree,,,,,,,,
Spano,Ross,,,,07/16/1966,,2,U.S. Representative,Republican,FL,15,01/03/2019,01/03/2021,Baptist,White,Unknown,,,,,,,,
Sparkman,John,Jackson,,,12/20/1899,11/16/1985,2,U.S. Representative,Democrat,AL,8,01/03/1937,11/05/1946,Methodist,White,Professional degree,Education,Law,,,,Student Army Training Corps,,
Spartz,Victoria,,,,10/06/1978,,1,U.S. Representative,Republican,IN,5,01/03/2021,01/03/2023,Not specified,Not specified,Master's degree,,,,,,,,
Speier,Karen,Jacqueline,,Jackie,05/14/1950,,1,U.S. Representative,Democrat,CA,14,01/20/2013,01/03/2023,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,
Speier,Karen,Jacqueline,,Jackie,05/14/1950,,1,U.S. Representative,Democrat,CA,12,04/08/2008,01/03/2013,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,
Spellman,Gladys,Noon,,,03/01/1918,06/19/1988,1,U.S. Representative,Democrat,MD,5,01/14/1975,01/03/1981,Jewish,White,Unknown,Education,Public service/politics,,,,Did not serve,,
Spence,Brent,,,,12/24/1874,09/18/1967,2,U.S. Representative,Democrat,KY,5,01/03/1945,01/03/1963,Episcopalian,White,Professional degree,Law,,,,,Did not serve,,
Spence,Floyd,Davidson,,,04/09/1928,08/16/2001,2,U.S. Representative,Republican,SC,2,01/21/1971,08/16/2001,Lutheran,White,Professional degree,Law,,,,,Navy,Reserve,
Spratt,John,M.,Jr.,,11/01/1942,,2,U.S. Representative,Democrat,SC,5,01/03/1983,01/03/2011,Presbyterian,White,Professional degree,Business or banking,Law,,,,Army,,
Springer,Raymond,Smiley,,,04/26/1882,08/28/1947,2,U.S. Representative,Republican,IN,10,01/03/1939,08/28/1947,Not specified,White,Professional degree,Law,,,,,,,
Springer,William,Lee,,,04/12/1909,09/20/1992,2,U.S. Representative,Republican,IL,22,01/03/1951,01/03/1973,Presbyterian,White,Professional degree,Law,,,,,Navy,,
St. George,Katharine,Prince Collier,,,07/12/1896,05/02/1983,1,U.S. Representative,Republican,NY,29,01/03/1947,01/02/1953,Episcopalian,White,High School graduate,Public service/politics,,,,,Did not serve,,
St. George,Katharine,Prince Collier,,,07/12/1896,05/02/1983,1,U.S. Representative,Republican,NY,28,01/03/1953,01/08/1963,Episcopalian,White,High School graduate,Public service/politics,,,,,Did not serve,,
St. George,Katharine,Prince Collier,,,07/12/1896,05/02/1983,1,U.S. Representative,Republican,NY,27,01/09/1963,01/03/1965,Episcopalian,White,High School graduate,Public service/politics,,,,,Did not serve,,
St. Germain,Fernand,Joseph,,,01/09/1928,08/16/2014,4,U.S. Representative,Democrat,RI,1,01/03/1961,01/03/1989,Roman Catholic,Not specified,Professional degree,Law,,,,,Army,,
St. Onge,William,Leon,,,10/09/1914,05/01/1970,2,U.S. Representative,Democrat,CT,2,01/09/1963,05/01/1970,Roman Catholic,White,Professional degree,Law,,,,,Army,,
Stabenow,Deborah,Ann,,Debbie,04/29/1950,,1,U.S. Representative,Democrat,MI,8,01/07/1997,01/03/2001,United Methodist,White,Master's degree,Business or banking,,,,,Did not serve,,
Stack,Edward,J.,,,04/29/1910,11/03/1989,2,U.S. Representative,Democrat,FL,12,01/15/1979,01/03/1981,Roman Catholic,White,Professional degree,Business or banking,Construction/building trades,Law,Real Estate,,Coast Guard,,
Staebler,Neil,Oliver,,,07/11/1905,12/08/2000,2,U.S. Representative,Democrat,MI,AL,01/09/1963,01/03/1965,Unitarian,White,Bachelor's degree,Acting/entertainer,Business or banking,Education,Real Estate,,Navy,,
Stafford,Robert,Theodore,,,08/08/1913,12/23/2006,2,U.S. Representative,Republican,VT,AL,01/03/1961,09/16/1971,Congregationalist,Not specified,Professional degree,Law,,,,,Navy,,
Staggers,Harley,Orrin,,,08/03/1907,08/20/1991,2,U.S. Representative,Democrat,WV,2,01/03/1949,01/03/1981,Methodist,White,Bachelor's degree,Education,Law Enforcement,Sports,,,Navy Air Corps,,
Staggers,Harley,Orrin,Jr.,,02/22/1951,,2,U.S. Representative,Democrat,WV,2,01/03/1983,01/03/1993,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,
Stalbaum,Lynn,Ellsworth,,,05/15/1920,06/17/1999,2,U.S. Representative,Democrat,WI,1,01/04/1965,01/03/1967,Lutheran,White,Bachelor's degree,Agriculture,Public service/politics,,,,Navy,,
Stallings,Richard,Howard,,,10/07/1940,,2,U.S. Representative,Democrat,ID,2,01/03/1985,01/03/1993,Mormon,White,Master's degree,Education,,,,,Did not serve,,
Stangeland,Arlan,Ingehart,,,02/08/1930,07/02/2013,2,U.S. Representative,Republican,MN,7,02/22/1977,01/03/1991,Lutheran,Not specified,High School graduate,Agriculture,Public service/politics,,,,Did not serve,,
Stanley,Thomas,Bahnson,,,07/16/1890,07/10/1970,2,U.S. Representative,Democrat,VA,5,11/05/1946,02/03/1953,Methodist,White,High School graduate,Agriculture,Business or banking,,,,Did not serve,,
Stansbury,Melanie,,,,01/31/1979,,1,U.S. Representative,Democrat,NM,1,06/14/2021,01/03/2023,Not specified,Not specified,Doctorate degree,,,,,,,,
Stanton,Greg,,,,03/08/1970,,2,U.S. Representative,Democrat,AZ,9,01/20/2019,01/03/2023,Roman Catholic,White,Professional degree,,,,,,,,
Stanton,James,Vincent,,,02/27/1932,,2,U.S. Representative,Democrat,OH,20,01/21/1971,01/03/1977,Roman Catholic,White,Professional degree,Law,,,,,Air Force,,
Stanton,John,William,,,02/20/1924,04/11/2002,2,U.S. Representative,Republican,OH,11,01/04/1965,01/03/1983,Roman Catholic,White,Professional degree,Business or banking,,,,,Army,,
Stark,Fortney,Hillman,,Pete,11/11/1931,01/24/2020,2,U.S. Representative,Democrat,CA,8,01/03/1973,01/13/1975,Unitarian,White,Master's degree,Business or banking,,,,,Air Force,,
Stark,Fortney,Hillman,,Pete,11/11/1931,01/24/2020,2,U.S. Representative,Democrat,CA,13,01/05/1993,01/03/2013,Unitarian,White,Master's degree,Business or banking,,,,,Air Force,,
Stark,Fortney,Hillman,,Pete,11/11/1931,01/24/2020,2,U.S. Representative,Democrat,CA,9,01/14/1975,01/04/1993,Unitarian,White,Master's degree,Business or banking,,,,,Air Force,,
Starkey,F.,,,,02/18/1892,05/14/1968,2,U.S. Representative,Democrat,MN,4,01/03/1945,01/03/1947,Not specified,White,High School graduate,Business or banking,,,,,,,
Staton,David,Michael,,,02/11/1940,,2,U.S. Representative,Republican,WV,3,01/05/1981,01/03/1983,Methodist,White,High School graduate,Business or banking,Misc.,,,,National Guard,,
Stauber,Pete,,,,05/10/1966,,2,U.S. Representative,Republican,MN,8,01/20/2019,01/03/2023,Roman Catholic,White,Bachelor's degree,,,,,,,,
Stauffer,Simon,Walter,,,08/13/1888,09/26/1975,2,U.S. Representative,Republican,PA,19,01/03/1953,01/03/1959,Methodist,White,Bachelor's degree,Business or banking,Misc.,Real Estate,,,Did not serve,,
Stearns,Clifford,B.,,Cliff,04/16/1941,,2,U.S. Representative,Republican,FL,6,01/03/1989,01/03/2013,Presbyterian,White,Bachelor's degree,Business or banking,,,,,Air Force,,
Steed,Thomas,Jefferson,,,03/02/1904,06/08/1983,2,U.S. Representative,Democrat,OK,4,01/03/1949,01/03/1981,Methodist,White,High School graduate,Journalism,,,,,Army,,
Steel,Michelle,,,,06/21/1955,,1,U.S. Representative,Republican,CA,48,01/03/2021,01/03/2023,Christian,Asian American,Master's degree,,,,,,,,
Steele,Robert,Hampton,,,11/03/1938,,2,U.S. Representative,Republican,CT,2,11/03/1970,01/03/1975,Congregationalist,White,Master's degree,Business or banking,Public service/politics,,,,Did not serve,,
Steelman,Alan,Watson,,,03/15/1942,,2,U.S. Representative,Republican,TX,5,01/03/1973,01/03/1977,Baptist,White,Master's degree,Business or banking,Public service/politics,,,,Did not serve,,
Steers,Newton,Ivan,,,01/13/1917,02/11/1993,2,U.S. Representative,Republican,MD,8,01/04/1977,01/03/1979,Methodist,White,Professional degree,Education,Law,,,,Air Force,,
Stefan,Karl,,,,03/01/1884,10/02/1951,2,U.S. Representative,Republican,NE,3,01/03/1945,01/03/1953,Not specified,White,High School graduate,Journalism,Misc.,,,,National Guard-Illinois,National Guard-Nebraska,National Guard-Nebraska
Stefanik,Elise,,,,07/02/1984,,1,U.S. Representative,Republican,NY,21,01/20/2015,01/03/2023,Roman Catholic,White,Bachelor's degree,Business or banking,,,,,Did not serve,,
Steiger,Sam,,,,03/10/1929,09/26/2012,2,U.S. Representative,Republican,AZ,3,01/10/1967,01/03/1977,Jewish,White,Unknown,Agriculture,,,,,Army,,
Steiger,William,Albert,,,05/15/1938,12/04/1978,2,U.S. Representative,Republican,WI,6,01/10/1967,01/03/1981,Episcopalian,White,Bachelor's degree,Business or banking,,,,,Did not serve,,
Steil,Bryan,,,,03/03/1981,,2,U.S. Representative,Republican,WI,1,01/20/2019,01/03/2023,Roman Catholic,White,Professional degree,,,,,,,,
Stenholm,Charles,Walter,,,10/26/1938,,2,U.S. Representative,Democrat,TX,17,01/15/1979,01/03/2005,Lutheran,White,Master's degree,Agriculture,Education,,,,Did not serve,,
Stephens,Robert,Grier,Jr.,,08/14/1913,02/20/2003,2,U.S. Representative,Democrat,GA,10,01/03/1961,01/03/1977,Presbyterian,White,Professional degree,Education,Law,,,,Army,,
Steube,Greg,,,,05/19/1978,,2,U.S. Representative,Republican,FL,17,01/20/2019,01/03/2023,Methodist,White,Professional degree,,,,,,,,
Stevens,Haley,,,,06/24/1983,,1,U.S. Representative,Democrat,MI,11,01/20/2019,01/03/2023,Christian,White,Master's degree,,,,,,,,
Stevenson,William,Henry,,,09/23/1891,03/19/1978,2,U.S. Representative,Republican,WI,3,01/03/1945,01/03/1949,Not specified,White,Professional degree,Education,Law,,,,Did not serve,,
Stewart,Bennett,M.,,,08/06/1912,04/26/1988,2,U.S. Representative,Democrat,IL,1,01/15/1979,01/03/1981,Methodist,African American,Bachelor's degree,Business or banking,Education,,,,Did not serve,,
Stewart,Chris,,,,07/15/1960,,2,U.S. Representative,Republican,UT,2,01/20/2013,01/03/2023,Mormon,White,Bachelor's degree,Business or banking,Misc.,,,,Air Force,,
